loginID,Customer_name,Customer_Age,Customer_Occupation,Credit_Card_Number,Order_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Product_ID,Product_Name,Category,Manufacturer,Review_Rating,Delivery_Tracking_ID,Delivery_Type,Delivery_Zip_Code,Transaction_Status,Order_Returned,Order_Delivered_on_Time
test1,Test1,25,Engineer,345,66,08/11/2020,22/11/2020,22/11/2020,googlelaptop,GOOGLE LAPTOP,LAPTOP,GOOGLE,3,139,HomeDelivery,60616,0,1,1
test1,Test1,25,Engineer,345,67,08/11/2020,22/11/2020,17/11/2020,samsungtv,SAMSUNGTV,TV,SAMSUNG,4,375,HomeDelivery,60616,0,0,0
test1,Test1,25,Engineer,345,68,08/11/2020,22/11/2020,20/11/2020,amazonalexa,AMAZON ALEXA,VOICEASSISTANT,AMAZON,5,884,HomeDelivery,60616,1,1,0
test1,Test1,25,Engineer,345,69,08/11/2020,22/11/2020,26/11/2020,applesiri,APPLE SIRI,VOICEASSISTANT,APPLE,5,635,HomeDelivery,60616,0,1,1
test1,Test1,25,Engineer,345,70,08/11/2020,22/11/2020,19/11/2020,microsoftcortona,MICROSOFT CORTONA,VOICEASSISTANT,MICROSOFT,4,664,HomeDelivery,60616,0,1,0
test1,Test1,25,Engineer,345,71,08/11/2020,22/11/2020,18/11/2020,sonossound,SONOS SOUND,SOUNDSYSTEM,SONOS,2,92,HomeDelivery,60616,0,0,0
test2,Test2,22,Doctor,456,72,08/11/2020,22/11/2020,24/11/2020,viziotv,VIZIOTV,TV,VIZIO,5,172,HomeDelivery,60616,0,0,1
test2,Test2,22,Doctor,456,73,08/11/2020,22/11/2020,24/11/2020,sonossound,SONOS SOUND,SOUNDSYSTEM,SONOS,5,239,HomeDelivery,60616,0,1,1
test2,Test2,22,Doctor,456,74,08/11/2020,22/11/2020,23/11/2020,lgv60,LG V60,PHONE,LG,5,876,HomeDelivery,60616,0,0,1
test2,Test2,22,Doctor,456,75,08/11/2020,22/11/2020,24/11/2020,sonyheadphone,SONY HEADPHONE,WEARABLETECHNOLOGY,SONY,4,778,HomeDelivery,60616,0,1,1
test2,Test2,22,Doctor,456,76,08/11/2020,22/11/2020,22/11/2020,oculusvr,OCULUS VR,WEARABLETECHNOLOGY,OCULUS,2,214,HomeDelivery,60616,0,1,1
test2,Test2,22,Doctor,456,77,08/11/2020,22/11/2020,20/11/2020,bosssound,BOSS SOUND,SOUNDSYSTEM,BOSS,4,161,HomeDelivery,60616,1,0,0
test3,Test3,29,Banker,789,78,08/11/2020,22/11/2020,26/11/2020,samsungtv,SAMSUNGTV,TV,SAMSUNG,5,440,HomeDelivery,60616,1,0,1
test3,Test3,29,Banker,789,79,08/11/2020,22/11/2020,22/11/2020,sonytv,SONYTV,TV,SONY,4,360,HomeDelivery,60616,1,1,1
test3,Test3,29,Banker,789,80,08/11/2020,22/11/2020,23/11/2020,sonossound,SONOS SOUND,SOUNDSYSTEM,SONOS,3,886,HomeDelivery,60616,1,0,1
test3,Test3,29,Banker,789,81,08/11/2020,22/11/2020,17/11/2020,applesmartwatch,APPLE SMART WATCH,WEARABLETECHNOLOGY,APPLE,5,279,HomeDelivery,60616,0,0,0
test3,Test3,29,Banker,789,82,08/11/2020,22/11/2020,21/11/2020,lgv60,LG V60,PHONE,LG,4,32,HomeDelivery,60616,0,1,0
test3,Test3,29,Banker,789,83,08/11/2020,22/11/2020,20/11/2020,sonyheadphone,SONY HEADPHONE,WEARABLETECHNOLOGY,SONY,5,7,HomeDelivery,60616,1,1,0
test3,Test3,29,Banker,789,84,08/11/2020,22/11/2020,20/11/2020,sonytv,SONYTV,TV,SONY,4,149,HomeDelivery,60616,1,1,0
test3,Test3,29,Banker,789,89,08/11/2020,22/11/2020,22/11/2020,sonytv,SONYTV,TV,SONY,1,697,HomeDelivery,60616,0,0,1
test3,Test3,29,Banker,789,90,08/11/2020,22/11/2020,24/11/2020,klipschsound,KLIPSCH SOUND,SOUNDSYSTEM,KLIPSCH,1,882,HomeDelivery,60616,1,0,1
test3,Test3,29,Banker,789,91,08/11/2020,22/11/2020,22/11/2020,klipschsound,KLIPSCH SOUND,SOUNDSYSTEM,KLIPSCH,1,641,HomeDelivery,60616,0,0,1
test3,Test3,29,Banker,789,92,08/11/2020,22/11/2020,21/11/2020,sonytv,SONYTV,TV,SONY,1,966,HomeDelivery,60616,1,1,0
test3,Test3,29,Banker,789,93,08/11/2020,22/11/2020,19/11/2020,sonytv,SONYTV,TV,SONY,1,880,HomeDelivery,60616,0,0,0
test3,Test3,29,Banker,789,94,08/11/2020,22/11/2020,22/11/2020,viziotv,VIZIOTV,TV,VIZIO,1,472,HomeDelivery,60616,1,1,1
test3,Test3,29,Banker,789,95,08/11/2020,22/11/2020,25/11/2020,lgtv,LGTV,TV,LG,1,73,HomeDelivery,60616,0,1,1
sm,Test3,29,Banker,789,96,08/11/2020,22/11/2020,23/11/2020,lgtv,LGTV,TV,LG,1,65,HomeDelivery,60616,0,1,1
